Protein A;Gene A;Protein B;Gene B;Score;PMID
Q9QXD8;LIMD1;Q64337;SQSTM1;0.21;17092936 
Q9QXJ2;STAT2;Q61179;IRF9;0.332;15102471 
Q9QXG9;TINF2;P70371;TERF1;0.21;24469404 
Q9Z2A0;PDPK1;Q9QXI7;PDE4B;0.183;15102471 
Q9QXJ2;STAT2;Q499E6;Q499E6;0.183;15102471 
Q9QXK9;SH2D2A;P06240;LCK;0.569;10553045 
Q9Z255;UBE2A;Q9QXK2;RAD18;0.376;12509447 
Q9QXT8;KCNIP3;P56546;CTBP2;0.21;16787403 
Q9QXN0;SHROOM3;Q69ZI1;SH3RF1;0.623;18829867 
Q9QXV9;SPRY1;Q60631;GRB2;0.376;16339969 11585837 
Q9QXT5;EGFL7;P28301;LOX;0.21;18497746 
Q9QXS1;PLEC;P63268;ACTG2;0.309;9808630 
Q9QXS1;PLEC;Q64010;CRK;0.332;20697350 
Q9QXT5;EGFL7;Q924C6;LOXL4;0.21;18497746 
Q9QXT5;EGFL7;P58022;LOXL2;0.21;18497746 
Q9QXT5;EGFL7;P97873;LOXL1;0.21;18497746 
Q9QXV9;SPRY1;Q06986;SIAH2;0.21;16888801 
Q9QXV8;SPRY2;Q06986;SIAH2;0.21;16888801 
Q9QXU7;PROK2;A2A5Z6;SMURF2;0.126;19379695 
Q9QXV8;SPRY2;O70146;TESK1;0.21;17974561 
Q9QXV3;ING1;Q99PM3;GTF2A1;0.183;20211142 
Q9QXV8;SPRY2;Q8CIH5;PLCG2;0.183;15102471 
Q9WTP2;SPRY4;Q9QXV8;SPRY2;0.21;16339969 
Q9QXV8;SPRY2;Q8R550;SH3KBP1;0.21;15962011 
Q9QXV8;SPRY2;Q9QXV8;SPRY2;0.236;16339969 
Q9WTP2;SPRY4;Q9QXV9;SPRY1;0.21;16339969 
Q9QXX4;SLC25A13;O88485;DYNC1I1;0.21;21703542 
Q9QXX4;SLC25A13;Q62108;DLG4;0.236;19455133 
Q9QXZ7;NR2E3;O54751;CRX;0.376;15689355 
Q9QXZ0;MACF1;Q61210;ARHGEF1;0.183;15102471 
Q9QXY6;EHD3;Q9QXY6;EHD3;0.332;12121420 
Q9QY53;NPHP1;O88533;DDC;0.126;21565611 
Q9QXZ9;OPN4;Q3UYH7;ADRBK2;0.126;22159583 
Q9QY14;FOXE3;Q8BX22;SALL4;0.183;20211142 
Q9QY24;ZBP1;Q9QY24;ZBP1;0.236;18375758 
Q9QY53;NPHP1;A1E2B8;A1E2B8;0.126;21565611 
Q9QY53;NPHP1;D6RIK9;RPGRIP1L;0.126;21565611 
Q9QY53;NPHP1;A0JLV3;HIST1H2BJ;0.126;21565611 
Q9QY53;NPHP1;A0AUV1;HIST1H2AH;0.126;21565611 
Q9QY40;PLXNB3;Q68FM7;ARHGEF11;0.21;12123608 
Q9QY53;NPHP1;C0HKE9;HIST1H2AP {ECO:0000312|MGI:MGI:3710573};0.126;21565611 
Q9QY53;NPHP1;C0HKE3;HIST1H2AD {ECO:0000312|MGI:MGI:2448289};0.126;21565611 
Q9QY53;NPHP1;A2AM57;INVS;0.126;21565611 
Q9QY53;NPHP1;A1L0U3;HIST1H3E;0.126;21565611 
Q9QY53;NPHP1;C0HKE2;HIST1H2AC {ECO:0000312|MGI:MGI:2448287};0.126;21565611 
Q9QY53;NPHP1;A5JUZ1;UBC;0.126;21565611 
Q9QY53;NPHP1;C0HKE1;HIST1H2AB {ECO:0000312|MGI:MGI:2448306};0.126;21565611 
Q9QY53;NPHP1;C0HKE5;HIST1H2AG {ECO:0000312|MGI:MGI:2448293};0.126;21565611 
Q9QY53;NPHP1;C0HKE4;HIST1H2AE {ECO:0000312|MGI:MGI:2448290};0.126;21565611 
Q9QY53;NPHP1;C0HKE8;HIST1H2AO {ECO:0000312|MGI:MGI:2448302};0.126;21565611 
Q9QY53;NPHP1;C0HKE7;HIST1H2AN {ECO:0000312|MGI:MGI:2448300};0.126;21565611 
Q9QY53;NPHP1;C0HKE6;HIST1H2AI {ECO:0000312|MGI:MGI:2448457};0.126;21565611 
Q9QY53;NPHP1;Q71LX8;HSP90AB1;0.126;21565611 
Q9QY53;NPHP1;P04104;KRT1;0.126;21565611 
Q9QY53;NPHP1;O89019;INVS;0.126;21565611 
Q9QY53;NPHP1;P02535;KRT10;0.126;21565611 
Q9QY53;NPHP1;P0DP26;CALM1 {ECO:0000312|MGI:MGI:88251};0.126;21565611 
Q9QY53;NPHP1;P10853;HIST1H2BN;0.126;21565611 
Q9QY53;NPHP1;P0DP27;CALM2 {ECO:0000312|MGI:MGI:103250};0.126;21565611 
Q9QY53;NPHP1;P0DP28;CALM3 {ECO:0000312|MGI:MGI:103249};0.126;21565611 
Q9QYH6;MAGED1;O88907;PIAS1;0.21;24911587 
Q9QY53;NPHP1;Q6S385;PLEC;0.126;21565611 
Q9QY53;NPHP1;P84228;HIST2H3C2;0.126;21565611 
Q9QY53;NPHP1;P62204;CALM3;0.126;21565611 
Q9QY53;NPHP1;P62806;HIST4H4;0.126;21565611 
Q9QY53;NPHP1;P63260;ACTG1;0.126;21565611 
Q9QY53;NPHP1;Q6NXH9;KRT73;0.126;21565611 
Q9QY53;NPHP1;Q3TTY5;KRT2;0.126;21565611 
Q9QY53;NPHP1;Q6IFZ6;KRT77;0.126;21565611 
Q9QY53;NPHP1;Q3TWM5;NPHP1;0.126;21565611 
Q9QY53;NPHP1;Q3UM23;RNH1;0.126;21565611 
Q9QYH6;MAGED1;O55176;PJA1;0.623;11959851 
Q9QYB2;DACH1;Q60974;NCOR1;0.376;12130660 
Q9QY53;NPHP1;Q9QXS1;PLEC;0.126;21565611 
Q9QY53;NPHP1;Q8BP00;IQCB1;0.236;21565611 
Q9QY53;NPHP1;Q8VDD5;MYH9;0.126;21565611 
Q9QY53;NPHP1;Q99LC4;IGH;0.126;21565611 
Q9QY53;NPHP1;Q91VI7;RNH1;0.126;21565611 
Q9QY53;NPHP1;Q922U2;KRT5;0.126;21565611 
Q9QYB2;DACH1;Q60520;SIN3A;0.21;12130660 
Q9QZ83;ACTG1;Q9QY53;NPHP1;0.126;21565611 
Q9QZN4;FBXO6;Q9QY53;NPHP1;0.126;21565611 
Q9QYB2;DACH1;O88895;HDAC3;0.21;12130660 
Q9QYB1;CLIC4;P70181;PIP5K1B;0.183;15102471 
Q9QYE3;BCL11A;Q923E4;SIRT1;0.21;15639232 
Q9QYC0;ADD1;P97496;SMARCC1;0.309;17074803 
Q9QYB2;DACH1;Q62231;SIX1;0.183;20211142 
Q9QZ28;SIX6;Q9QYB2;DACH1;0.21;12130660 
Q9QYE3;BCL11A;Q64104;NR2E1;0.21;23975195 
Q9QYC0;ADD1;Q3TKT4;SMARCA4;0.309;17074803 
Q9QYC0;ADD1;Q60520;SIN3A;0.309;17074803 
Q9QYE9;PLEKHB1;P97479;MYO7A;0.659;15976448 
Q9QYE5;JAG2;O35516;NOTCH2;0.033;10958687 
Q9QYE6;GOLGA5;Q99N72;MCF2;0.183;15102471 
Q9QYE9;PLEKHB1;Q9QYE9;PLEKHB1;0.236;15976448 
Q9QYH6;MAGED1;Q9QYH6;MAGED1;0.236;11084035 
Q9QYH6;MAGED1;P70436;DLX4;0.21;11084035 
Q9QYK7;RNF11;P70196;TRAF6;0.507;20185725 21765415 
Q9QYH6;MAGED1;Q80U04;PJA2;0.309;11959851 
Q9QZE7;TSNAX;Q62348;TSN;0.309;12036294 
Q9QYH9;TNFSF14;P50284;LTBR;0.21;26977880 
Q9QYH9;TNFSF14;Q71F55;Q71F55;0.21;26977880 
Q9QYY0;GAB1;P05480;SRC;0.21;12808090 
Q9QYK7;RNF11;O35625;AXIN1;0.126;16601693 
Q9R0I7;YLPM1;Q9DBC7;PRKAR1A;0.183;15102471 
Q9QYL7;ABT1;P29037;TBP;0.309;10648625 
Q9QYK7;RNF11;Q62172;RALBP1;0.376;19131965 
Q9QYK7;RNF11;Q60855;RIPK1;0.21;21765415 
Q9QYK7;RNF11;Q8C863;ITCH;0.21;21765415 
Q9QYR6;MAP1A;Q62108;DLG4;0.236;19455133 
Q9QYR6;MAP1A;Q08460;KCNMA1;0.126;15251455 
Q9QYY0;GAB1;O89100;GRAP2;0.309;12176364 
Q9QYS9;QKI;Q9QYS9;QKI;0.236;22751500 
Q9QYS2;GRM3;Q62108;DLG4;0.49;28671696 27507650 19455133 
Q9QYX7;PCLO;Q9QYX7;PCLO;0.236;12401793 
Q9QYX7;PCLO;Q9EQZ7;RIMS2;0.21;12401793 
Q9QYX7;PCLO;Q9EQZ6;RAPGEF4;0.21;12401793 
Q9QYY0;GAB1;P26450;PIK3R1;0.21;12808090 
Q9QYY0;GAB1;P98083;SHC1;0.454;10871282 12808090 
Q9QZE7;TSNAX;P55937;GOLGA3;0.523;12036294 
Q9QYY0;GAB1;Q62077;PLCG1;0.309;10871282 
Q9WUL8;CITED4;Q9QZ09;PHTF1;0.183;20211142 
Q9QZ08;NAGK;O88351;IKBKB;0.183;15102471 
Q9QZ04;MAGEL2;O88907;PIAS1;0.21;24911587 
Q9QZ06;TOLLIP;Q62406;IRAK1;0.376;10854325 19273233 
Q9QZ06;TOLLIP;O88746;TOM1;0.454;14563850 
Q9QZ04;MAGEL2;Q8K0X8;FEZ1;0.21;15649943 
Q9WTP9;VAX2;Q9QZ28;SIX6;0.183;20211142 
Q9QZ28;SIX6;Q8R4I4;GTF2A1L;0.183;20211142 
Q9QZ59;DMRT1;Q04887;SOX9;0.236;20005806 
A6NAR8;A6NAR8;A6NAR8;A6NAR8;0.236;23986251 
Q9QZB6;NR4A3;Q8R1B8;RORB;0.183;20211142 
Q9QZ84;CENPF;Q8CBW3;ABI1;0.183;15102471 
Q9QZD9;EIF3I;Q8K3Y3;LIN28A;0.21;17473174 
Q9QZD9;EIF3I;Q8JZQ9;EIF3B;0.21;16541103 
Q9QZD9;EIF3I;P09405;NCL;0.21;17473174 
Q9QZD9;EIF3I;Q6NZJ6;EIF4G1;0.376;16541103 
Q9QZE2;CLNK;Q3UND0;SKAP2;0.21;12681493 
Q9QZE2;CLNK;P39688;FYN;0.21;12681493 
Q9QZD9;EIF3I;Q8K4Q0;RPTOR;0.236;21045808 
Q9QZD9;EIF3I;Q9JLN9;MTOR;0.126;21045808 
Q9QZE2;CLNK;P25911;LYN;0.21;12681493 
Q9QZE2;CLNK;O35601;FYB;0.376;12681493 
Q9QZE2;CLNK;P14234;FGR;0.507;16439675 
Q9R0I7;YLPM1;Q8CBW3;ABI1;0.183;15102471 
Q9QZE7;TSNAX;Q99P25;TSNAXIP1;0.523;12036294 
Q9QZE7;TSNAX;Q70FJ1;AKAP9;0.523;12036294 
Q9QZL0;RIPK3;Q61160;FADD;0.507;21052097 19524513 
Q9QZH6;ECSIT;P53349;MAP3K1;0.21;10465784 
Q9QZE7;TSNAX;Q9D666;SUN1;0.523;12036294 
Q9QZK7;DOK3;P70196;TRAF6;0.21;26548852 
Q9QZK7;DOK3;P00520;ABL1;0.21;10567556 
Q9QZJ6;MFAP5;Q548P8;ENAM;0.309;15883644 
Q9QZK7;DOK3;P22682;CBL;0.21;21703542 
Q9QZK7;DOK3;P15208;INSR;0.309;10567556 
Q9QZK7;DOK3;Q60631;GRB2;0.21;26548852 
Q9QZL0;RIPK3;Q60855;RIPK1;0.376;19524513 
Q9QZL6;USP21;Q80Z64;NANOG;0.376;27886188 
Q9QZN4;FBXO6;Q9QXC1;FETUB;0.309;12939278 
Q9QZN4;FBXO6;Q62108;DLG4;0.236;19455133 
Q9QZM0;UBQLN2;Q61735;CD47;0.309;10549293 
Q9QZM0;UBQLN2;O54890;ITGB3;0.309;10549293 
Q9QZM4;TNFRSF10B;O89110;CASP8;0.21;21251615 
Q9QZR5;HIPK2;O54927;WSB1;0.309;18093972 
Q9QZR0;RNF25;P52482;UBE2E1;0.309;10500182 
Q9QZQ1;MLLT4;Q01887;RYK;0.376;10932185 
Q9QZR5;HIPK2;O35625;AXIN1;0.376;15526030 
Q9QZR0;RNF25;P52483;UBE2E3;0.309;10500182 
Q9QZR0;RNF25;P68037;UBE2L3;0.309;10500182 
Q9QZR5;HIPK2;P06876;MYB;0.454;15082531 
Q9QZR5;HIPK2;P02340;TP53;0.376;15526030 
Q9JKV1;ADRM1;O09061;PSMB1;0.081;23706739 
Q9QZR5;HIPK2;P27782;LEF1;0.21;17666529 
Q9QZS3;NUMB;Q01705;NOTCH1;0.376;20844536 
Q9QZS3;NUMB;P09803;CDH1;0.376;17589506 
Q9QZS2;RNF4;Q9QZS2;RNF4;0.332;20681948 
Q9R0I7;YLPM1;Q8BTI9;PIK3CB;0.183;15102471 
Q9QZS3;NUMB;P35438;GRIN1;0.21;17589506 
Q9QZS3;NUMB;P26231;CTNNA1;0.21;17589506 
Q9R000;ITGB1BP2;P11499;HSP90AB1;0.569;18474241 
Q9QZS3;NUMB;P42567;EPS15;0.21;9303539 
Q9JKS4;LDB3;P20444;PRKCA;0.376;10391924 
Q9QZS3;NUMB;Q02248;CTNNB1;0.21;17589506 
Q9QZV9;NXT1;Q99JX7;NXF1;0.21;15820316 
Q9JKM7;RAB37;Q8BHC1;RAB39B;0.236;26885862 
Q9QZX7;SRR;Q811T9;DISC1;0.21;22801410 
Q9QZZ4;MYO15A;O89019;INVS;0.126;21565611 
Q9JJZ6;KLF13;Q60520;SIN3A;0.309;11477107 
Q9R000;ITGB1BP2;Q9D1P4;CHORDC1;0.309;23184943 
Q9R000;ITGB1BP2;Q9CX34;SUGT1;0.376;18474241 
Q9R000;ITGB1BP2;Q9R000;ITGB1BP2;0.332;23184943 
Q9R0G6;COMP;Q9R0G6;COMP;0.332;17889519 
Q9R049;AMFR;Q9D074;MGRN1;0.376;26743086 
Q9R049;AMFR;Q01853;VCP;0.309;16709668 
Q9JKM7;RAB37;P62823;RAB3C;0.126;26885862 
Q9R059;FHL3;P56546;CTBP2;0.523;16940173 
Q9R049;AMFR;Q9JI78;NGLY1;0.671;11562482 16709668 
Q9JKF1;IQGAP1;P11798;CAMK2A;0.183;15102471 
Q9JKB3;YBX3;P23242;GJA1;0.126;16045494 
Q9JKB3;YBX3;P16330;CNP;0.126;16045494 
Q9JLV1;BAG3;Q9JK92;HSPB8;0.126;11591653 
Q9JKD8;TBX21;P41183;BCL6;0.376;22406686 
Q9R078;PRKAB1;P09103;P4HB;0.126;18480843 
Q9R078;PRKAB1;P19783;COX4I1;0.126;18480843 
Q9JKD9;ZBTB32;Q60636;PRDM1;0.21;22851713 
Q9R0C0;BLOC1S6;Q8VED2;BLOC1S4;0.376;12576321 
Q9R0C8;VAV3;P70196;TRAF6;0.376;27507811 
Q9R1Z7;PTS;Q8K4Z2;FNDC5;0.126;11591653 
Q9JKD8;TBX21;Q3TKT4;SMARCA4;0.21;21095589 
Q9R0P9;UCHL1;P68369;TUBA1A;0.21;18250096 
Q9R0L9;CD164;Q8BWG8;ARRB1;0.183;15102471 
Q9JKM7;RAB37;O54774;AP3D1;0.126;26885862 
Q9JKK8;ATR;P62137;PPP1CA;0.126;17274640 
Q9JKF1;IQGAP1;P39428;TRAF1;0.183;15102471 
Q9JKF1;IQGAP1;P63005;PAFAH1B1;0.376;16369480 
Q9JKF1;IQGAP1;Q922J3;CLIP1;0.21;16369480 
Q9JKF1;IQGAP1;Q91YD9;WASL;0.21;23982733 
Q9JKF6;PVRL1;P04925;PRNP;0.126;15146195 
Q9R0P9;UCHL1;P13595;NCAM1;0.126;23061666 
Q9JKK7;TMOD2;Q62108;DLG4;0.236;19455133 
Q9R0N3;SYT11;Q6PDN3;MYLK;0.183;15102471 
Q9JKF6;PVRL1;Q99NH2;PARD3;0.309;12515806 
Q9JKN5;OLIG1;Q9D6J1;CERS4;0.183;20211142 
Q9R0N5;SYT5;Q9R0N5;SYT5;0.236;10531343 
Q9R0N3;SYT11;Q9R0N3;SYT11;0.236;10531343 
Q9R0N9;SYT9;Q9R0N4;SYT10;0.376;10531343 
Q9R0N8;SYT6;Q9R0N4;SYT10;0.21;10531343 
Q9R0N4;SYT10;O35681;SYT3;0.376;10531343 
Q9R0N4;SYT10;Q9R0N4;SYT10;0.236;10531343 
Q9R0N9;SYT9;O35681;SYT3;0.376;10531343 
Q9R0N7;SYT7;Q9R0N7;SYT7;0.236;10531343 
Q9JKN5;OLIG1;Q9D0D5;GTF2E1;0.183;20211142 
Q9R0N6;SYT8;Q9R0N6;SYT8;0.236;10531343 
Q9R0P9;UCHL1;P11440;CDK1;0.21;21678139 
Q9R0N8;SYT6;O35681;SYT3;0.376;10531343 
Q9R0N8;SYT6;Q9R0N8;SYT6;0.236;10531343 
Q9JKN5;OLIG1;Q99PM3;GTF2A1;0.183;20211142 
Q9JKN6;NOVA1;Q8K310;MATR3;0.309;10829067 
Q9JKS4;LDB3;P16054;PRKCE;0.454;10391924 12169683 
Q9R0P9;UCHL1;O35864;COPS5;0.21;19377830 
Q9R0N9;SYT9;Q9R0N8;SYT6;0.21;10531343 
Q9R0N9;SYT9;Q9R0N9;SYT9;0.236;10531343 
Q9WUD1;STUB1;Q9JKR6;HYOU1;0.376;24218449 
Q9R0Q1;SYTL4;P63011;RAB3A;0.21;11773082 
Q9R0Q3;TMED2;Q9CQR7;PSENEN;0.21;16641999 
Q9R0P9;UCHL1;Q91VU8;PTOV1;0.21;21678139 
Q9R0P9;UCHL1;Q08460;KCNMA1;0.332;19423573 
Q9R0Q1;SYTL4;Q99P58;RAB27B;0.309;18940603 
Q9JKR6;HYOU1;P20029;HSPA5;0.376;24218449 
Q9R0Q3;TMED2;P57716;NCSTN;0.21;16641999 
Q9JKP8;CHRAC1;Q9JKP7;POLE3;0.309;11000277 
Q9JKP7;POLE3;Q64525;HIST2H2BB;0.21;11000277 
Q9R0Q7;PTGES3;P11499;HSP90AB1;0.376;22123826 
Q9R0Q7;PTGES3;O88508;DNMT3A;0.376;8772199 
Q9R190;MTA2;P17679;GATA1;0.376;15920471 
Q9R0Q7;PTGES3;Q9JHD2;KAT2A;0.21;23022381 
Q9R0X5;RPGR;Q9EPQ2;RPGRIP1;0.523;11104772 
Q9R0X5;RPGR;Q6A078;CEP290;0.21;17898177 
Q9R0T8;IKBKE;P0CG50;UBC;0.21;24882218 
Q9JKR6;HYOU1;Q9D1D4;TMED10;0.126;12065409 
Q9R100;CDH17;Q61739;ITGA6;0.21;10906147 
Q9R100;CDH17;P09055;ITGB1;0.21;10906147 
Q9R100;CDH17;P20764;IGLL1;0.376;10906147 
Q9R171;CBLN1;P0DI97;NRXN1;0.523;20537373 
Q9R144;PRMT2;P13405;RB1;0.21;16616919 
Q9JKR6;HYOU1;Q01853;VCP;0.376;24218449 
Q9R171;CBLN1;Q8C985;NRXN3;0.126;20537373 
Q9R190;MTA2;Q8BX22;SALL4;0.416;20362541 
Q9R190;MTA2;Q60972;RBBP4;0.21;15920471 
Q9R190;MTA2;Q61539;ESRRB;0.416;20362541 
Q9R190;MTA2;Q80Z64;NANOG;0.597;23395962 21589869 23892456 18454139 
Q9R1Z7;PTS;P28653;BGN;0.126;11591653 
Q9R194;CRY2;O88623;USP2;0.376;23213472 
Q9R190;MTA2;Q8VI24;SATB2;0.21;22334647 
Q9Z2E1;MBD2;Q9R190;MTA2;0.21;15920471 
Q9R194;CRY2;O35345;KPNA6;0.21;15689618 
Q9R194;CRY2;O35343;KPNA4;0.21;15689618 
Q9R1C7;PRPF40A;Q05860;FMN1;0.454;8605874 
Q9R194;CRY2;P52293;KPNA2;0.21;15689618 
Q9R194;CRY2;P97784;CRY1;0.376;14701732 
Q9R194;CRY2;Q8BFZ4;FBXL21;0.61;23452856 23452855 
Q9WTL8;ARNTL;Q9R194;CRY2;0.597;23555304 20832105 14701732 16717091 
Q9R1C8;HTR6;Q9JLN9;MTOR;0.21;23027611 
Q9R1C7;PRPF40A;Q8R5H6;WASF1;0.309;14697212 
Q9R1C7;PRPF40A;Q8BH43;WASF2;0.309;14697212 
Q9R1C7;PRPF40A;Q8CBW3;ABI1;0.183;15102471 
Q9R1C8;HTR6;Q921J2;RHEB;0.21;23027611 
Q9R1C7;PRPF40A;Q8VHI6;WASF3;0.309;14697212 
Q9R1C7;PRPF40A;Q91YD9;WASL;0.309;14697212 
Q9R1E0;FOXO1;Q923E4;SIRT1;0.376;22514318 
Q9R1E0;FOXO1;P25233;NDN;0.376;22514318 
Q9R1E0;FOXO1;P19091;AR;0.126;17202144 
Q9R1E0;FOXO1;P51450;RORC;0.21;23467085 
Q9R1E0;FOXO1;P31750;AKT1;0.454;18388859 
Q9R1E0;FOXO1;Q810B3;BSX;0.376;17550780 
Q9R1E0;FOXO1;Q6NZM9;HDAC4;0.21;21565616 
Q9R1E0;FOXO1;Q60987;FOXG1;0.21;15084259 
Q9R1E0;FOXO1;Q62227;NR0B2;0.21;21081708 
Q9R1K5;FZR1;P24860;CCNB1;0.309;21241890 
Q9R1K5;FZR1;A2A6Q5;CDC27;0.569;11179223 15029244 22014574 25913861 
Q9R1K5;FZR1;P11157;RRM2;0.21;12655059 
Q9R1K5;FZR1;Q9CUN6;SMURF1;0.21;22949615 
Q9R1K5;FZR1;Q8CFN5;MEF2C;0.21;25789873 
Q9R1L5;MAST1;Q61235;SNTB2;0.523;10404183 
Q9R1P4;PSMA1;Q60692;PSMB6;0.21;16857966 
Q9R1K9;CETN2;Q8C2S0;USP44;0.376;23187126 
Q9R1P4;PSMA1;O70435;PSMA3;0.21;16857966 
Q9R1P4;PSMA1;O55234;PSMB5;0.21;16857966 
Q9R1P4;PSMA1;O09061;PSMB1;0.21;16857966 
Q9R1P4;PSMA1;O35955;PSMB10;0.21;16857966 
Q9R1P4;PSMA1;P99026;PSMB4;0.21;16857966 
Q9R1P4;PSMA1;P70195;PSMB7;0.21;16857966 
Q9R1P4;PSMA1;P0CG50;UBC;0.21;16973439 
Q9R1P4;PSMA1;P26516;PSMD7;0.21;16973439 
Q9R1P4;PSMA1;P49722;PSMA2;0.21;16857966 
Q9R1P4;PSMA1;P28063;PSMB8;0.21;16857966 
Q9R1P4;PSMA1;P28076;PSMB9;0.21;16857966 
Q9Z2U0;PSMA7;Q9R1P4;PSMA1;0.21;16857966 
Q9R1P4;PSMA1;Q9QUM9;PSMA6;0.21;16857966 
Q9R1P4;PSMA1;Q91X58;ZFAND2B;0.21;18467495 
Q9R1P4;PSMA1;Q9JII7;ZFAND2A;0.659;18467495 16973439 
Q9R1P4;PSMA1;Q9R1P3;PSMB2;0.21;16857966 
Q9R1P4;PSMA1;Q9R1P0;PSMA4;0.21;16857966 
Q9R1P4;PSMA1;Q9R1P1;PSMB3;0.21;16857966 
Q9Z2U1;PSMA5;Q9R1P4;PSMA1;0.21;16857966 
Q9R1Q7;PLP2;P27870;VAV1;0.183;15102471 
Q9R1V6;ADAM22;Q62108;DLG4;0.554;19022416 27507650 19455133 28671696 
Q9R1V7;ADAM23;E9PZQ0;RYR1;0.183;15102471 
Q9R1V7;ADAM23;P04925;PRNP;0.236;15146195 
Q9R1X4;TIMELESS;Q91WA1;TIPIN;0.376;12875843 17141802 
Q9R1X4;TIMELESS;O54943;PER2;0.309;9856465 
Q9R1X4;TIMELESS;Q8VEE4;RPA1;0.376;17141802 
Q9R1X4;TIMELESS;Q80YR7;CLSPN;0.21;17141802 
Q9R1Z8;SORBS3;Q8BH43;WASF2;0.21;16483316 
Q9R1Z7;PTS;Q9D7L7;PBRM1;0.126;11591653 
Q9R1Z7;PTS;Q9R1Z7;PTS;0.155;11591653 
Q9R1Z8;SORBS3;Q99N57;RAF1;0.21;15836771 
Q9R226;KHDRBS3;Q9JIF0;PRMT1;0.21;12529443 
Q9R269;PPL;Q6NVD9;BFSP2;0.21;19029034 
Q9R269;PPL;A2AMT1;BFSP1;0.21;19029034 
Q9R269;PPL;P31750;AKT1;0.183;15102471 
Q9JKS4;LDB3;P63318;PRKCG;0.376;10391924 
Q9JKS4;LDB3;P28867;PRKCD;0.376;10391924 
Q9JKS4;LDB3;Q02956;PRKCZ;0.376;10391924 
Q9JKV1;ADRM1;P28076;PSMB9;0.081;23706739 
Q9JKV1;ADRM1;P28063;PSMB8;0.081;23706739 
Q9JL10;SERTAD1;Q8VH51;RBM39;0.183;20211142 
Q9JL10;SERTAD1;Q8VDQ8;SIRT2;0.183;20211142 
Q9JKV1;ADRM1;P49722;PSMA2;0.081;23706739 
Q9JKV1;ADRM1;P97372;PSME2;0.081;23706739 
Q9JKV1;ADRM1;P62334;PSMC6;0.081;23706739 
Q9JKV1;ADRM1;Q5SSW2;PSME4;0.081;23706739 
Q9R1P3;PSMB2;Q9JKV1;ADRM1;0.081;23706739 
Q9R1P0;PSMA4;Q9JKV1;ADRM1;0.081;23706739 
Q9JKV1;ADRM1;Q9CWH6;PSMA8;0.081;23706739 
Q9JKV1;ADRM1;Q99JI4;PSMD6;0.081;23706739 
Q9QYH6;MAGED1;Q9JKX4;AATF;0.21;17488777 
Q9JKX3;TFR2;P70281;SYCP3;0.126;23685356 
Q9JKY0;RQCD1;P06876;MYB;0.523;15209511 
Q9JKY5;HIP1R;Q61210;ARHGEF1;0.183;15102471 
Q9JL60;GMEB1;Q9CPV7;ZDHHC6;0.183;20211142 
Q9Z0R4;ITSN1;A6X8Z5;ARHGAP31;0.61;21349274 11744688 
Q9JL10;SERTAD1;Q9D6K9;CERS5;0.183;20211142 
Q9JL10;SERTAD1;Q91ZU1;ASB6;0.183;20211142 
Q9JL10;SERTAD1;Q924Z4;CERS2;0.183;20211142 
Q9JL10;SERTAD1;Q923B3;NRIF1;0.183;20211142 
Q9JL70;FANCA;Q9EQR6;FANCG;0.376;11918676 
Q9JLB0;MPP6;O70318;EPB41L2;0.454;22025680 
Q9JLC6;TEF;Q9JHE6;HES6;0.183;20211142 
Q9JLC6;TEF;Q60925;DBP;0.436;20211142 1916262 
Q9JLB2;MPP5;Q9EPK5;WWTR1;0.376;21145499 
Q9JLB2;MPP5;P46938;YAP1;0.21;21145499 
Q9JLF7;TLR5;P35329;CD22;0.126;25187624 
Q9JLI2;COL5A3;Q6PCW7;AMELX;0.309;15883644 
Q9JLF7;TLR5;Q920G3;SIGLEC5;0.126;25187624 
Q9JLF7;TLR5;Q63994;CD33;0.126;25187624 
Q9JLI7;SPAG6;Q8K450;SPAG16;0.396;12391165 
Q9JLL3;TNFRSF19;P70196;TRAF6;0.21;12060722 
Q9JLJ0;LITAF;P52633;STAT6;0.376;15793005 
Q9JLJ0;LITAF;Q60591;NFATC2;0.183;15102471 
Q9JLM8;DCLK1;Q9JLM8;DCLK1;0.236;16387639 
Q9JLN9;MTOR;P62830;RPL23;0.236;21045808 
Q9JLN9;MTOR;P31750;AKT1;0.376;18566586 
Q9JLN9;MTOR;P61255;RPL26;0.126;21045808 
Q9JLN9;MTOR;Q2VPU4;MLXIP;0.21;25332233 
Q9JLN9;MTOR;Q8BSK8;RPS6KB1;0.309;17386266 
Q9JLN9;MTOR;Q9DCJ1;MLST8;0.376;20801936 18851840 
Q9JLN9;MTOR;Q8VBV4;FBXW7;0.21;21076392 
Q9JLQ0;CD2AP;O35245;PKD2;0.376;10913159 
Q9JLQ0;CD2AP;P35969;FLT1;0.21;15001553 
Q9JLV1;BAG3;P47757;CAPZB;0.21;20884878 
Q9JLQ0;CD2AP;Q60631;GRB2;0.183;15102471 
Q9JM90;STAP1;P06240;LCK;0.309;10679268 
O08788;DCTN1;A0JNT9;CCDC64;0.081;20360680 
P35283;RAB12;A0JNT9;CCDC64;0.126;20360680 
P46638;RAB11B;A0JNT9;CCDC64;0.126;20360680 
Q9JLV1;BAG3;P17879;HSPA1B;0.21;11527400 
Q9JLQ2;GIT2;Q91YD9;WASL;0.183;15102471 
Q9JLQ0;CD2AP;Q9JLQ0;CD2AP;0.332;12559036 
