Protein A;Gene A;Protein B;Gene B;Score;PMID
Q60825;SLC34A1;Q60592;MAST2;0.309;11099500 
Q80YW5;BSPRY;Q60825;SLC34A1;0.309;11099500 
Q91XB7;YIF1A;Q60825;SLC34A1;0.309;11099500 
Q9R117;TYK2 {ECO:0000312|EMBL:AAD49423.1};Q60837;IL12RB1;0.21;9038232 
Q60838;DVL2;P05480;SRC;0.569;19920076 
Q60838;DVL2;Q60821;ZBTB17;0.21;25558878 
Q8CIH5;PLCG2;Q60838;DVL2;0.183;15102471 
Q8R3R8;GABARAPL1;Q60838;DVL2;0.309;21691068 
Q60843;KLF2;P61290;PSME3;0.21;26776519 
Q64337;SQSTM1;Q60843;KLF2;0.21;23754749 
Q60855;RIPK1;O89110;CASP8;0.21;26555174 
Q60855;RIPK1;P62991;UBA52;0.033;18719121 
Q60855;RIPK1;P70196;TRAF6;0.21;18246070 
Q60855;RIPK1;Q60855;RIPK1;0.065;19524513 
Q61160;FADD;Q60855;RIPK1;0.884;19524513 27458237 18946037 21052097 22037414 26555174 24144979 
Q8C863;ITCH;Q60855;RIPK1;0.21;18246070 
Q9QUK6;TLR4;Q60855;RIPK1;0.21;18719121 
Q9QYH6;MAGED1;Q60857;SLC6A4;0.21;22457503 
Q8R2X8;BLZF1;Q60862;ORC2;0.183;20211142 
Q60864;STIP1;A2AM29;MLLT3;0.21;20159978 
Q60864;STIP1;Q08460;KCNMA1;0.332;19423573 
Q62108;DLG4;Q60864;STIP1;0.236;19455133 
Q60865;CAPRIN1;P05125;NPPA;0.183;15102471 
Q60867;NEUROD1;P12813;NR4A1;0.21;15701640 
Q60867;NEUROD1;Q60867;NEUROD1;0.236;15701640 
Q64701;RBL1;Q60867;NEUROD1;0.376;15701640 
Q9WUI0;MIXL1;Q60867;NEUROD1;0.183;20211142 
Q6R891;PPP1R9B;Q60875;ARHGEF2;0.21;15996550 
P47811;MAPK14;P34902;IL2RG;0.183;15102471 
Q8BMB3;EIF4E2;Q60876;EIF4EBP1;0.309;15094042 
Q60898;SLA;P11911;CD79A;0.21;17110436 
Q60898;SLA;P22682;CBL;0.21;12024036 
Q60898;SLA;P43404;ZAP70;0.21;12024036 
Q60899;ELAVL2;P15806;TCF3;0.183;20211142 
Q60902;EPS15L1;P42567;EPS15;0.376;9446614 
Q9Z0R4;ITSN1;Q60902;EPS15L1;0.309;10064583 
Q60925;DBP;P97875;JDP2;0.183;20211142 
Q8BW74;HLF;Q60925;DBP;0.183;20211142 
Q9JIB4;GTF2H2;Q60925;DBP;0.183;20211142 
Q62432;SMAD2;Q60929;MEF2A;0.21;11160896 
Q62108;DLG4;Q60931;VDAC3;0.236;19455133 
Q60932;VDAC1;P11881;ITPR1;0.21;24947355 
Q60932;VDAC1;Q08460;KCNMA1;0.332;19423573 
Q60943;IL17RA;P70196;TRAF6;0.21;10748240 
Q8BH43;WASF2;Q60952;CEP250;0.183;15102471 
Q60953;PML;P61957;SUMO2;0.21;19033381 
Q60953;PML;P63166;SUMO1;0.21;15094046 
Q60953;PML;Q07231;ZSCAN21;0.183;20211142 
Q60953;PML;Q60665;SKIL;0.507;19745809 22805162 
Q60953;PML;Q60953;PML;0.21;20211142 
Q80UW8;POLR2E;Q60953;PML;0.183;20211142 
Q8VCD5;MED17;Q60953;PML;0.183;20211142 
Q9D0D5;GTF2E1;Q60953;PML;0.183;20211142 
Q9D902;GTF2E2;Q60953;PML;0.183;20211142 
Q9QUR7;PIN1;Q60953;PML;0.21;28143738 
Q60954;MEIS1;O35317;PBX3;0.183;20211142 
Q60954;MEIS1;O35984;PBX2;0.183;20211142 
Q60954;MEIS1;O70477;PKNOX1;0.183;20211142 
Q60954;MEIS1;P09021;HOXA5;0.309;15617687 
Q60954;MEIS1;P09631;HOXA9;0.74;15617687 16087734 15161102 
Q60954;MEIS1;P31310;HOXA10;0.309;15617687 
Q60954;MEIS1;P50207;HOXC13;0.309;15617687 
Q99NE9;PBX4;Q60954;MEIS1;0.183;20211142 
Q9CR86;CARHSP1;Q60969;STYX;0.21;11842224 
Q60972;RBBP4;O88574;SAP30;0.21;9702189 
Q60972;RBBP4;P70351;EZH1;0.332;20064376 
Q61188;EZH2;Q60972;RBBP4;0.472;20064376 20123894 
Q62315;JARID2;Q60972;RBBP4;0.332;20064376 
Q60973;RBBP7;O09106;HDAC1;0.183;20211142 
Q60973;RBBP7;P63166;SUMO1;0.21;19189660 
Q921E6;EED;Q60973;RBBP7;0.332;20064376 
Q60974;NCOR1;P02340;TP53;0.033;19011633 
Q60974;NCOR1;Q01147;CREB1;0.507;24315104 
Q60974;NCOR1;Q02650;PAX5;0.21;21552207 
Q64337;SQSTM1;Q60980;KLF3;0.21;23754749 
Q60989;XIAP;P63001;RAC1;0.21;22117219 
Q62406;IRAK1;Q60989;XIAP;0.183;15102471 
Q9WTR5;CDH13;Q60994;ADIPOQ;0.21;15210937 
Q60996;PPP2R5C;O08918;CCNG2;0.033;12167164 
Q60996;PPP2R5C;P51945;CCNG1;0.033;12167164 
Q60I23;SOX2;O88712;CTBP1;0.126;21532573 
Q60I23;SOX2;P26687;TWIST1;0.126;21532573 
Q60I23;SOX2;P30051;TEAD1;0.126;21532573 
Q60I23;SOX2;P48381;RFX3;0.126;21532573 
Q60I23;SOX2;Q04886;SOX8;0.126;21532573 
Q60I23;SOX2;Q2TBA9;SOX5;0.126;21532573 
Q7TSZ8;NACC1;Q60I23;SOX2;0.126;21532573 
Q8R1A4;DOCK7;Q60I23;SOX2;0.126;21532573 
Q8VDP4;CCAR2;Q60I23;SOX2;0.126;21532573 
Q91VN1;ZNF24;Q60I23;SOX2;0.126;21532573 
Q91YZ2;CTBP2;Q60I23;SOX2;0.126;21532573 
Q91ZW3;SMARCA5;Q60I23;SOX2;0.126;21532573 
Q9CZU3;SKIV2L2;Q60I23;SOX2;0.126;21532573 
Q9ER74;SALL1;Q60I23;SOX2;0.126;21532573 
Q9JM08;HDAC3;Q60I23;SOX2;0.126;21532573 
Q9QX96;SALL2;Q60I23;SOX2;0.126;21532573 
Q9QYJ0;DNAJA2;Q60I23;SOX2;0.126;21532573 
Q9Z0H3;SMARCB1;Q60I23;SOX2;0.126;21532573 
Q9Z1J1;TCF7L1;Q60I23;SOX2;0.126;21532573 
Q99M15;PSTPIP2;P29352;PTPN22;0.309;9804817 
Q61003;CD6;P27870;VAV1;0.126;24584089 
Q61006;MUSK;Q61006;MUSK;0.332;16794080 
Q61010;DTX1;Q3TTA7;CBLB;0.21;25000980 
Q8BXG3;IFT57;Q61025;IFT20;0.21;17312020 
Q9D0P8;IFT27;Q61025;IFT20;0.21;19253336 
Q61026;NCOA2;P10085;MYOD1;0.623;15563453 
Q61026;NCOA2;P28738;KIF5C;0.309;11986669 
Q61768;KIF5B;Q61026;NCOA2;0.309;11986669 
Q8CBD1;NRIP1;Q61026;NCOA2;0.309;15331759 
Q9WVG6;CARM1;Q61026;NCOA2;0.843;10381882 17882261 11713257 
Q9ES28;ARHGEF7;Q61036;PAK3;0.21;9726964 
Q61037;TSC2;P61982;YWHAG;0.21;20628654 
Q61039;HAND2;P42582;NKX2-5;0.21;12392994 
Q61039;HAND2;Q60722;TCF4;0.309;15351717 
Q61039;HAND2;Q61039;HAND2;0.236;10924525 
Q61286;TCF12;Q61039;HAND2;0.309;15351717 
Q9DBX7;HEYL;Q61039;HAND2;0.21;10924525 
Q9WV93;HEY1;Q61039;HAND2;0.21;10924525 
Q61048;WBP4;Q05860;FMN1;0.21;8605874 
Q8CBW3;ABI1;Q61053;FNBP1;0.183;15102471 
Q61062;DVL3;P0CG50;UBC;0.21;25198863 
Q69ZS0;PDZRN3;Q61062;DVL3;0.21;25198863 
Q61066;NR0B1;O89090;SP1;0.126;17093407 
Q62318;TRIM28;Q61066;NR0B1;0.126;17093407 
Q80WB1;PRMT1;Q61066;NR0B1;0.126;20362541 
Q80X73;PELO;Q61066;NR0B1;0.126;17093407 
Q8BZ47;ZNF609;Q61066;NR0B1;0.126;17093407 
Q8VIG1;REST;Q61066;NR0B1;0.126;17093407 
Q9JIF0;PRMT1;Q61066;NR0B1;0.126;20362541 
Q61069;USF1;B2RWS6;EP300;0.21;21680747 
Q99N13;HDAC9;Q61069;USF1;0.21;21680747 
Q9JHD1;KAT2B;Q61069;USF1;0.21;21680747 
Q61074;PPM1G;P35991;BTK;0.183;15102471 
Q61080;FOXF1;A2ACJ2;FAAP100 {ECO:0000250|UNIPROTKB:Q0VG06};0.21;26625197 
Q61080;FOXF1;Q3UN58;FAAP20 {ECO:0000250|UNIPROTKB:Q6NZ36};0.21;26625197 
Q80V62;FANCD2;Q61080;FOXF1;0.21;26625197 
Q8BGE5;FANCM;Q61080;FOXF1;0.21;26625197 
Q8BHL6;FAAP24 {ECO:0000250|UNIPROTKB:Q9BTP7};Q61080;FOXF1;0.21;26625197 
Q8K368;FANCI;Q61080;FOXF1;0.21;26625197 
Q9CR14;FANCL;Q61080;FOXF1;0.21;26625197 
Q9JL70;FANCA;Q61080;FOXF1;0.21;26625197 
Q61771;KIF3B;P28741;KIF3A;0.376;17825299 19940036 
P28738;KIF5C;P28738;KIF5C;0.236;15834408 
P33175;KIF5A;P28738;KIF5C;0.507;10964943 15834408 
Q61043;NIN;P28741;KIF3A;0.126;23386061 
Q61088;FZD4;P22725;WNT5A;0.21;16602827 
Q61088;FZD4;P28047;WNT7B;0.21;15923619 
Q62108;DLG4;Q61088;FZD4;0.21;12067714 
Q80U87;USP8;Q61088;FZD4;0.21;20495530 
Q811D0;DLG1;Q61088;FZD4;0.21;12067714 
Q91XM9;DLG2;Q61088;FZD4;0.21;12067714 
Q61090;FZD7;P24383;WNT7A;0.126;19497282 
Q811D0;DLG1;Q61090;FZD7;0.21;12067714 
Q91XM9;DLG2;Q61090;FZD7;0.21;12067714 
Q61091;FZD8;P04426;WNT1;0.21;15454084 
Q61091;FZD8;Q01887;RYK;0.21;15454084 
Q9ESN9;MAPK8IP3;P28738;KIF5C;0.702;21750526 
Q61097;KSR1;P04370;MBP;0.309;21144847 
P28741;KIF3A;O54774;AP3D1;0.21;19934039 
Q61097;KSR1;P47713;PLA2G4A;0.21;19114553 
Q61097;KSR1;P63085;MAPK1;0.21;19114553 
Q61097;KSR1;Q03141;MARK3;0.21;11741534 
Q61097;KSR1;Q61097;KSR1;0.332;21144847 
Q61151;PPP2R5E;Q61097;KSR1;0.21;24525234 
Q63932;MAP2K2;Q61097;KSR1;0.21;21144847 
P34971;ADRB1;P05132;PRKACA;0.21;18188154 
P40338;VHL;P28741;KIF3A;0.376;17825299 
Q8K3Z0;NOD2;P29452;CASP1;0.21;18511561 
P35329;CD22;P29351;PTPN6;0.507;9890995 11551923 
P97814;PSTPIP1;P29352;PTPN22;0.309;9804817 
Q9Z1T1;AP3B1;P28741;KIF3A;0.21;19934039 
Q61102;ABCB7;P19783;COX4I1;0.126;19691493 
Q61102;ABCB7;P22315;FECH;0.126;19691493 
Q9DCN2;CYB5R3;Q61102;ABCB7;0.126;19691493 
Q61120;SHC3;P05480;SRC;0.21;15716419 
Q61120;SHC3;P35438;GRIN1;0.21;15716419 
Q61120;SHC3;Q01097;GRIN2B;0.21;15716419 
Q61140;BCAR1;P05480;SRC;0.21;11038351 
Q61140;BCAR1;P39688;FYN;0.183;15102471 
Q9QXJ2;STAT2;Q61140;BCAR1;0.183;15102471 
Q61144;PSEN2;O35516;NOTCH2;0.21;11518718 
Q61144;PSEN2;P31695;NOTCH4;0.21;11518718 
Q61144;PSEN2;P49769;PSEN1;0.21;15474363 
Q61144;PSEN2;P57716;NCSTN;0.21;15474363 
Q61144;PSEN2;Q01705;NOTCH1;0.21;11518718 
Q61982;NOTCH3;Q61144;PSEN2;0.21;11518718 
Q6P069;SRI;Q61144;PSEN2;0.21;16204356 
Q9CQR7;PSENEN;Q61144;PSEN2;0.21;15474363 
Q64729;TGFBR1;Q61146;OCLN;0.236;15761153 
Q68FD5;CLTC;Q61146;OCLN;0.21;20682309 
Q9JHI9;SLC40A1;Q61147;CP;0.21;20817278 
Q8BMD2;DZIP1;Q61151;PPP2R5E;0.21;21878643 
Q61152;PTPN18;P41241;CSK;0.21;11158295 
Q61160;FADD;O08863;BIRC3;0.21;18708583 
Q60769;TNFAIP3;P29452;CASP1;0.21;25607459 
P47713;PLA2G4A;P37040;POR;0.183;15102471 
P50652;FANCC;P37040;POR;0.376;9787138 
Q61160;FADD;P25446;FAS;0.61;17159908 18455983 21382479 
Q61160;FADD;Q5S006;LRRK2;0.21;19176810 
Q9Z1S8;GAB2;P29351;PTPN6;0.21;19171907 
Q91VR7;MAP1LC3A;Q61160;FADD;0.21;18946037 
Q9CQY1;ATG12;Q61160;FADD;0.21;18946037 
Q9D906;ATG7;Q61160;FADD;0.21;18946037 
Q9ERV7;PIDD1;Q61160;FADD;0.21;16183742 
Q61164;CTCF;O35134;POLR1A;0.21;21059229 
Q61164;CTCF;P61965;WDR5;0.21;21059229 
Q61164;CTCF;P70700;POLR1B;0.21;21059229 
Q61164;CTCF;Q09XV5;CHD8;0.523;16949368 
Q61687;ATRX;Q61164;CTCF;0.21;20159591 
Q76KJ5;CD3EAP;Q61164;CTCF;0.21;21059229 
Q8BN78;ZBTB33;Q61164;CTCF;0.309;16230345 
Q8K202;POLR1E;Q61164;CTCF;0.21;21059229 
Q61165;SLC9A1;P25118;TNFRSF1A;0.183;15102471 
Q61166;MAPRE1;P14873;MAP1B;0.523;23572079 
Q61169;GATA6;P0CG50;UBC;0.21;22713603 
Q61169;GATA6;P17679;GATA1;0.21;16199866 
Q61169;GATA6;P42586;NKX2-2;0.376;16887115 
Q61169;GATA6;P50220;NKX2-1;0.183;20211142 
Q61169;GATA6;Q08369;GATA4;0.21;16199866 
Q61169;GATA6;Q08619;IFI205B;0.21;16458891 
Q62187;TTF1;Q61169;GATA6;0.21;11733512 
Q925J9;MED1;Q61169;GATA6;0.183;20211142 
Q61171;PRDX2;Q08460;KCNMA1;0.332;19423573 
Q62108;DLG4;Q61171;PRDX2;0.416;28671696 19455133 
Q61179;IRF9;P25425;POU2F1;0.183;20211142 
Q61179;IRF9;P40645;SOX6;0.183;20211142 
Q9WUI0;MIXL1;Q61179;IRF9;0.183;20211142 
Q61180;SCNN1A;P46935;NEDD4;0.623;18687683 10212229 15123669 
Q61187;TSG101;P28231;GJB3;0.21;19210987 
Q61187;TSG101;Q61187;TSG101;0.21;20211142 
Q9D074;MGRN1;Q61187;TSG101;0.569;19703557 
Q61188;EZH2;O55176;PJA1;0.21;28067271 
Q61188;EZH2;O88508;DNMT3A;0.507;24074865 
Q61188;EZH2;P08775;POLR2A;0.126;22305566 
Q61188;EZH2;P10085;MYOD1;0.309;22333916 
Q61188;EZH2;P23804;MDM2;0.21;26748827 
Q61188;EZH2;P97784;CRY1;0.21;16717091 
Q61188;EZH2;Q01822;HOXD1;0.21;23850221 
Q64700;RBL2;Q61188;EZH2;0.376;15077161 
Q6A0C2;MORC3;Q61188;EZH2;0.126;20064376 
Q9WUL8;CITED4;Q61188;EZH2;0.183;20211142 
Q9Z1B8;PHF1;Q61188;EZH2;0.21;20123894 
Q61193;RGL2;P08556;NRAS;0.183;15102471 
Q61193;RGL2;P32883;KRAS;0.183;15102471 
Q61207;PSAP;P12367;PRKAR2A;0.183;15102471 
Q62178;SEMA4A;Q61207;PSAP;0.376;22465952 
Q6PHU5;SORT1;Q61207;PSAP;0.21;22465952 
Q61210;ARHGEF1;P53564;CUX1;0.183;15102471 
Q61210;ARHGEF1;Q61210;ARHGEF1;0.21;15102471 
Q99NG0;RAD54L2;Q61214;DYRK1A;0.21;15199138 
Q9JIQ3;DIABLO;P37172;ACVR1;0.126;15761153 
Q61216;MRE11A;P70388;RAD50;0.21;18854157 
Q61216;MRE11A;Q61216;MRE11A;0.332;18854157 
Q61221;HIF1A;O55144;TLX3;0.183;20211142 
Q61221;HIF1A;P01108;MYC;0.21;24360282 
Q61221;HIF1A;P07901;HSP90AA1;0.21;28116619 
Q61221;HIF1A;P0CG50;UBC;0.21;17981124 
Q61221;HIF1A;P17879;HSPA1B;0.21;28116619 
Q91UZ4;EGLN3;Q61221;HIF1A;0.21;23649506 
Q91YE2;EGLN2;Q61221;HIF1A;0.21;23649506 
Q91YE3;EGLN1;Q61221;HIF1A;0.21;23649506 
Q9WTL8;ARNTL;Q61221;HIF1A;0.61;20211142 9704006 
Q61233;LCP1;O70305;ATXN2;0.21;16115810 
Q61233;LCP1;P47811;MAPK14;0.183;15102471 
Q61233;LCP1;Q08460;KCNMA1;0.332;19423573 
Q61233;LCP1;Q61233;LCP1;0.155;11591653 
Q99N72;MCF2;Q61233;LCP1;0.183;15102471 
Q9DAW9;CNN3;Q61233;LCP1;0.126;11591653 
Q61234;SNTA1;Q3UH91;SCN5A;0.21;18591664 
Q61234;SNTA1;Q60631;GRB2;0.671;11551227 
Q76MZ3;PPP2R1A;Q61249;IGBP1;0.21;19818709 
Q9Z1W4;GDF11;Q61271;ACVR1B;0.21;16845371 
Q61285;ABCD2;P48410;ABCD1;0.21;10551832 
Q61285;ABCD2;Q61285;ABCD2;0.332;10551832 
Q61286;TCF12;P41136;ID2;0.21;19321746 
Q61286;TCF12;Q61286;TCF12;0.332;15351717 
Q9JJR7;ASCL3;Q61286;TCF12;0.309;11784080 
Q62312;TGFBR2;Q61288;ACVRL1;0.21;18337748 
Q64729;TGFBR1;Q61288;ACVRL1;0.21;14580334 
Q61315;APC;Q60838;DVL2;0.21;20224554 
Q8VI36;PXN;Q61315;APC;0.126;20224554 
Q61321;SIX4;O70546;KDM6A;0.21;20300060 
Q61324;ARNT2;Q61221;HIF1A;0.21;10873592 
Q61327;SLC6A3;O35526;STX1A;0.21;18617632 
Q61327;SLC6A3;O88935;SYN1;0.126;11343649 
Q62312;TGFBR2;Q61330;CNTN2;0.126;20603020 
Q61337;BAD;P09671;SOD2;0.126;12931191 
Q61337;BAD;P52792;GCK;0.376;12931191 
Q8R5H6;WASF1;Q61337;BAD;0.21;12931191 
Q9CQV8;YWHAB;Q61337;BAD;0.21;19915011 
Q62448;EIF4G2;Q61357;LGALS3;0.126;11591653 
Q61382;TRAF4;O70433;FHL2;0.21;16184196 
Q61391;MME;O35598;ADAM10;0.126;15944124 
Q61391;MME;P60710;ACTB;0.126;15944124 
Q61411;HRAS;P63038;HSPD1;0.21;1347942 
Q61411;HRAS;Q03385;RALGDS;0.309;9144171 
Q61411;HRAS;Q0KK55;KNDC1;0.21;17984326 
Q99MP8;BRAP;Q61411;HRAS;0.21;14724641 
Q99N57;RAF1;Q61411;HRAS;0.853;16803888 15235600 16405865 17984326 11435472 9144171 24470255 
Q61412;VSX2;P63015;PAX6;0.183;20211142 
Q6P5F9;XPO1;Q61412;VSX2;0.21;15767664 
Q61425;HADH;P05064;ALDOA;0.126;22496890 
Q61456;CCNA1;P39689;CDKN1A;0.21;14966563 
Q61457;CCNE1;P0CG50;UBC;0.21;22411628 
Q99N72;MCF2;Q61457;CCNE1;0.183;15102471 
Q6DIC0;SMARCA2;Q61466;SMARCD1;0.454;11053448 19279220 
Q61473;SOX17;P20263;POU5F1;0.309;22344693 
Q91YI6;PAPD4;Q61474;MSI1;0.21;24644291 
Q61491;ZFP97;E9PZQ0;RYR1;0.183;15102471 
Q61491;ZFP97;P25118;TNFRSF1A;0.183;15102471 
Q61501;E2F1;P11103;PARP1;0.21;14627987 
Q61501;E2F1;P13405;RB1;0.309;12799438 
Q61501;E2F1;P25233;NDN;0.569;12198120 
Q61501;E2F1;P42669;PURA;0.376;10597240 
Q61501;E2F1;Q08639;TFDP1;0.21;14739777 
Q61501;E2F1;Q3TKT4;SMARCA4;0.21;23868976 
Q6ZQF0;TOPBP1;Q61501;E2F1;0.21;17006541 
Q9CPR8;NDNL2;Q61501;E2F1;0.183;20211142 
Q9JHD2;KAT2A;Q61501;E2F1;0.21;23868976 
Q64163;TFDP2;Q61502;E2F5;0.376;16482218 
Q6ZPV5;ARID1B;Q61502;E2F5;0.21;17255939 
Q61532;MAPK6;O54992;MAPKAPK5;0.21;15538386 
Q61532;MAPK6;P14602;HSPB1;0.309;15538386 
Q61539;ESRRB;A2ABV5;MED14;0.126;20362541 
Q61539;ESRRB;A2AGH6;MED12;0.126;20362541 
Q61539;ESRRB;A2BH40;ARID1A;0.126;20362541 
Q61539;ESRRB;O08580;ESRRA;0.126;20362541 
Q61539;ESRRB;O09106;HDAC1;0.126;20362541 
Q61539;ESRRB;O88286;WIZ;0.126;20362541 
Q61539;ESRRB;P11440;CDK1;0.126;20362541 
Q61539;ESRRB;P29037;TBP;0.126;20362541 
Q61539;ESRRB;P48432;SOX2;0.309;23169531 
Q61539;ESRRB;P59178;L3MBTL2;0.309;22770845 20362541 
Q61539;ESRRB;P61965;WDR5;0.126;20362541 
Q61539;ESRRB;P62488;POLR2G;0.126;20362541 
Q61539;ESRRB;P70288;HDAC2;0.126;20362541 
Q61539;ESRRB;P97481;EPAS1;0.21;18509053 
Q61539;ESRRB;P97496;SMARCC1;0.126;20362541 
Q61539;ESRRB;P97760;POLR2C;0.126;20362541 
P62991;UBA52;P28776;IDO1;0.21;19088199 
Q61539;ESRRB;Q3TKT4;SMARCA4;0.126;20362541 
Q61539;ESRRB;Q3UNW5;TFCP2L1;0.416;20362541 
Q61539;ESRRB;Q5DW34;EHMT1;0.126;20362541 
Q61539;ESRRB;Q5SWW4;MED13;0.126;20362541 
P28776;IDO1;P0CG50;UBC;0.21;19088199 
Q61539;ESRRB;Q60972;RBBP4;0.126;20362541 
Q61539;ESRRB;Q61103;DPF2;0.126;20362541 
Q61539;ESRRB;Q61191;HCFC1;0.126;20362541 
Q61539;ESRRB;Q61466;SMARCD1;0.126;20362541 
Q62311;TAF6;Q61539;ESRRB;0.126;20362541 
Q62447;CCNC;Q61539;ESRRB;0.126;20362541 
Q69ZK6;JMJD1C;Q61539;ESRRB;0.126;20362541 
Q6JPI3;MED13L;Q61539;ESRRB;0.126;20362541 
Q6P9Q6;FKBP15;Q61539;ESRRB;0.126;20362541 
Q6PDQ2;CHD4;Q61539;ESRRB;0.126;20362541 
Q6PR54;RIF1;Q61539;ESRRB;0.126;20362541 
Q7TN02;MED26;Q61539;ESRRB;0.126;20362541 
Q80YQ2;MED23;Q61539;ESRRB;0.126;20362541 
Q811S7;UBP1;Q61539;ESRRB;0.126;20362541 
Q8BX09;RBBP5;Q61539;ESRRB;0.126;20362541 
Q8C1S0;MED19;Q61539;ESRRB;0.126;20362541 
Q8CBD1;NRIP1;Q61539;ESRRB;0.126;20362541 
Q8CDC7;ZBTB9;Q61539;ESRRB;0.126;20362541 
Q8CFI7;POLR2B;Q61539;ESRRB;0.126;20362541 
Q8CGY8;OGT;Q61539;ESRRB;0.126;20362541 
Q8CHY6;GATAD2A;Q61539;ESRRB;0.126;20362541 
Q8K0H5;TAF10;Q61539;ESRRB;0.126;20362541 
Q8K4B0;MTA1;Q61539;ESRRB;0.126;20362541 
Q8R3B7;BRD8;Q61539;ESRRB;0.126;20362541 
Q8R3L8;CDK8;Q61539;ESRRB;0.126;20362541 
Q8VCB2;MED25;Q61539;ESRRB;0.126;20362541 
Q8VCD5;MED17;Q61539;ESRRB;0.126;20362541 
Q8VEK6;ING3;Q61539;ESRRB;0.126;20362541 
Q8VHR5;GATAD2B;Q61539;ESRRB;0.126;20362541 
Q8VI33;TAF9;Q61539;ESRRB;0.126;20362541 
Q91X20;ASH2L;Q61539;ESRRB;0.126;20362541 
Q91ZW3;SMARCA5;Q61539;ESRRB;0.126;20362541 
Q921D4;MED6;Q61539;ESRRB;0.126;20362541 
Q924H2;MED15;Q61539;ESRRB;0.126;20362541 
Q924K8;MTA3;Q61539;ESRRB;0.126;20362541 
Q99K74;MED24;Q61539;ESRRB;0.126;20362541 
Q9CQA5;MED4;Q61539;ESRRB;0.126;20362541 
Q9CQI9;MED30;Q61539;ESRRB;0.126;20362541 
Q9CR11;YEATS4;Q61539;ESRRB;0.126;20362541 
Q9CZ82;MED18;Q61539;ESRRB;0.126;20362541 
Q9CZB6;MED7;Q61539;ESRRB;0.126;20362541 
Q9D1P2;KAT8;Q61539;ESRRB;0.126;20362541 
Q9D7W5;MED8;Q61539;ESRRB;0.126;20362541 
Q9DAT2;MRGBP;Q61539;ESRRB;0.126;20362541 
Q9DB40;MED27;Q61539;ESRRB;0.126;20362541 
Q9DB91;MED29;Q61539;ESRRB;0.126;20362541 
Q9ERA0;TFCP2;Q61539;ESRRB;0.126;20362541 
Q9JI44;DMAP1;Q61539;ESRRB;0.126;20362541 
Q9Z2D8;MBD3;Q61539;ESRRB;0.126;20362541 
Q61545;EWSR1;O35134;POLR1A;0.183;20211142 
Q61545;EWSR1;O35973;PER1;0.183;20211142 
Q61545;EWSR1;P22227;ZFP42;0.183;20211142 
Q61545;EWSR1;P51450;RORC;0.183;20211142 
Q61545;EWSR1;Q02395;MTF2;0.183;20211142 
Q62240;KDM5D;Q61545;EWSR1;0.183;20211142 
Q62315;JARID2;Q61545;EWSR1;0.183;20211142 
Q6P3E7;HDAC10;Q61545;EWSR1;0.183;20211142 
Q6P9Y7;ZFP82;Q61545;EWSR1;0.183;20211142 
Q6PDQ2;CHD4;Q61545;EWSR1;0.183;20211142 
Q6PGB8;SMARCA1;Q61545;EWSR1;0.183;20211142 
Q80X44;ZBTB24;Q61545;EWSR1;0.183;20211142 
Q811S7;UBP1;Q61545;EWSR1;0.183;20211142 
Q8BP86;SNAPC4;Q61545;EWSR1;0.183;20211142 
Q8BY02;NKRF;Q61545;EWSR1;0.183;20211142 
Q8C7B8;ZSWIM4;Q61545;EWSR1;0.183;20211142 
Q8CFD5;ERCC8;Q61545;EWSR1;0.183;20211142 
Q8CFI7;POLR2B;Q61545;EWSR1;0.183;20211142 
Q8VCG9;RFXAP;Q61545;EWSR1;0.183;20211142 
Q8VDQ8;SIRT2;Q61545;EWSR1;0.183;20211142 
Q8VE28;NKD2;Q61545;EWSR1;0.183;20211142 
Q8VE42;ANKRD49;Q61545;EWSR1;0.183;20211142 
Q8VIG1;REST;Q61545;EWSR1;0.183;20211142 
Q91ZU1;ASB6;Q61545;EWSR1;0.183;20211142 
Q921X6;POLR3F;Q61545;EWSR1;0.183;20211142 
Q924Z4;CERS2;Q61545;EWSR1;0.183;20211142 
Q99LJ2;ABTB1;Q61545;EWSR1;0.183;20211142 
Q99LL5;PWP1;Q61545;EWSR1;0.183;20211142 
Q99MY8;ASH1L;Q61545;EWSR1;0.183;20211142 
Q99PE2;ANKRA2;Q61545;EWSR1;0.183;20211142 
Q9CPV7;ZDHHC6;Q61545;EWSR1;0.183;20211142 
Q9D071;MMS19;Q61545;EWSR1;0.183;20211142 
Q9D504;ANKRD7;Q61545;EWSR1;0.183;20211142 
Q9D6K9;CERS5;Q61545;EWSR1;0.183;20211142 
Q9DCD2;XAB2;Q61545;EWSR1;0.183;20211142 
Q9EP71;RAI14;Q61545;EWSR1;0.183;20211142 
Q9QXN3;TRIP4;Q61545;EWSR1;0.183;20211142 
Q9R0X0;MED20;Q61545;EWSR1;0.183;20211142 
Q9WTN3;SREBF1;Q61545;EWSR1;0.183;20211142 
Q9WVB3;TLE6;Q61545;EWSR1;0.183;20211142 
Q9Z1B8;PHF1;Q61545;EWSR1;0.183;20211142 
Q9Z1L3;DEDD;Q61545;EWSR1;0.183;20211142 
Q9Z2D6;MECP2;Q61545;EWSR1;0.183;20211142 
Q9Z2U2;ZFP292;Q61545;EWSR1;0.183;20211142 
Q61548;SNAP91;P17427;AP2A2;0.21;7730311 
Q61550;RAD21;O35638;STAG2;0.126;21274006 
Q61550;RAD21;O70576;STAG3;0.126;21274006 
Q61550;RAD21;P48432;SOX2;0.081;21589869 
